Module Code,Lecturer,Topic,Question,Answer
CMB218,"Colin Freeman","Fundamentals","What does X^2 = 2Dt and X^2 = 6Dt represent, and when does each apply?","MSD equations: 2Dt applies in 2D; 6Dt applies in 3D. If MSD plateaus as t -> infinity, the particle is trapped. If MSD is proportional to time, long range diffusion occurs."
CMB218,"Colin Freeman","Self-Diffusion","What are direct exchange and ring exchange mechanisms and why are they unlikely?","Direct exchange (1->2; 2->1) and ring exchange (1->2->3->1) both require coordinated atomic motion, making them very unlikely. Vacancy diffusion is more common."
CMB218,"Colin Freeman","Self-Diffusion","What assumption is made about diffusion in amorphous materials?","In amorphous materials there are no regular lattice points to hop between, so f0*beta = 1/6 is assumed."
CMB218,"Colin Freeman","Self-Diffusion","What constraint applies to ion hopping in ionic crystals?","Ions can only hop between their own lattice points (i.e. cation -> cation, anion -> anion)."
CMB218,"Colin Freeman","Self-Diffusion","Name and describe the four types of interstitial diffusion.","Interstitial: movement between interstitial sites. Interstitialcy: lattice site -> interstitial (interstitial pushes an atom from a lattice site onto an interstitial site). Dumbbell: two atoms share a lattice site; one interstitial atom moves to the new site creating a new dumbbell, the other returns to its original position. Crowdion: a diffusing chain of atoms moves cooperatively, not randomly."
CMB218,"Colin Freeman","Fick's Laws","In Fick's First Law J = -lambda^2 * GammaS * (dc/dx) + lambda*C*(Gamma12 - Gamma21), identify all terms.","J = diffusive flux; GammaS = jump rate (probability of a particle jumping); Gamma_xy = probability of a particle jumping from x to y; c = concentration of particles per unit volume; lambda = jump distance; the second term represents the driving force/drift <v>. If there is no driving force/bias in jump probabilities, <v> -> 0."
CMB218,"Colin Freeman","Fick's Laws","State Fick's Second Law and identify all terms.","dc/dt = D*(d^2c/dx^2). dc/dt = rate of change of concentration with time; D = diffusion coefficient; d^2c/dx^2 = second spatial derivative of concentration (curvature of the concentration profile)."
CMB218,"Colin Freeman","Fick's Laws","What are the five solution types for Fick's Second Law (in formula sheet order)?","1D (diffusion across a plane); 2D (diffusion from a line source); 3D (diffusion from a point source); Semi-infinite -> Semi-infinite (block to block); Infinite -> Semi-infinite (atmosphere to block)."
CMB218,"Colin Freeman","Fick's Laws","When is concentration multiplied by 2 in the solutions to Fick's Second Law, and what do Cs = 0 and Cs != 0 mean?","Multiply by 2 when diffusion only occurs in one direction. Cs = 0 means a pressure pulling atoms from block into atmosphere (surface acts as a sink). Cs != 0 means atoms loiter at the surface (surface held at a fixed concentration)."
CMB218,"Colin Freeman","Diffusion Energetics","In Nd = exp(-gf / kB*T), identify all terms.","Nd = number of defects; gf = defect formation energy; kB = Boltzmann constant; T = temperature. This gives the Arrhenius relationship between defect concentration and temperature."
CMB218,"Colin Freeman","Diffusion Energetics","In GammaS = v * exp(-EA / kB*T), identify all terms.","GammaS = jump rate; v = attempt frequency; EA = activation energy; kB = Boltzmann constant; T = temperature. Defect concentration controls diffusion rate via this Arrhenius relationship."
CMB218,"Colin Freeman","Diffusion Energetics","How do particle size, bond interaction strength, and ionic charge each affect EA?","Larger particle size increases Pauli (electron cloud) repulsion, increasing VF and therefore EA. Stronger bond interactions increase EA. Higher ionic charge increases charge density and interaction forces, increasing EA."
CMB218,"Colin Freeman","Diffusion Energetics","Atoms move through the lowest energy pathway - what does this mean in practice?","Atoms do not diffuse linearly; they take the path of least resistance through the lattice, moving through whatever pathway minimises the energy barrier."
CMB218,"Colin Freeman","Environmental Effects","How does temperature affect diffusion and what behaviour does it lead to?","As temperature increases, energy increases, increasing jump rate (jump distance also increases), overall leading to Arrhenian behaviour."
CMB218,"Colin Freeman","Environmental Effects","Describe the U-shaped relationship between pressure and diffusion.","Small pressure: no effect. Large pressure: energy well squeezes, increasing EA and decreasing jump rate. Very large pressure: atomic spacing decreases, increasing entropy, energy, and jump rate."
CMB218,"Colin Freeman","Environmental Effects","How does chemical environment affect diffusion? Give an example.","Chemical environment affects the number of defects - if defect density increases, more diffusion occurs involving the defect. Example: tracking oxygen diffusion using N2 atmosphere - as oxygen concentration decreases, oxygen defect concentration decreases."
CMB218,"Colin Freeman","Diffusive Driving Forces","What do driving forces do in the context of diffusion, and how are they quantified?","Driving forces effectively reduce EA in one direction. They are quantified as drift velocity <v>."
CMB218,"Colin Freeman","Diffusive Driving Forces","Name and describe the four types of diffusive driving force.","Electrical potential: generates force on charged particles. Temperature gradient: as temperature increases, jump rate increases, increasing diffusion. Stress gradient: non-uniform stresses squeeze/stretch particles. Chemical gradient: thermodynamically favourable positions for particles; a fast quench can create a non-favourable arrangement, generating a chemical gradient."
CMB218,"Colin Freeman","Diffusive Driving Forces","In the driving force correction x,r,R = (x - <v>t), identify all terms.","x = position; r,R = radial/source distance; <v> = drift velocity (the driving force); t = time. This shifts the solution profile in the direction of the driving force."
CMB218,"Colin Freeman","Measuring Diffusion","How is self-diffusion measured when all atoms are identical?","Use different isotopes of the same atom, then use mass spectrometry to track their movement."
CMB218,"Colin Freeman","Measuring Diffusion","What is a correlation factor (f) in diffusion measurement?","The ratio of actual RMS displacement to theoretical RMS displacement. Particles have a chance of returning to their original site during diffusion; this probability depends on the mechanism and crystal structure, meaning diffusion is not perfectly efficient."
CMB218,"Colin Freeman","Measuring Diffusion","How can jump frequency be measured using NMR?","Locally diffusing magnetic atoms alter their local magnetic fields, so the change in magnetic field measured by NMR gives the jump frequency/rate."
CMB218,"Colin Freeman","Heterogeneous Material","Why is diffusion faster along grain boundaries and dislocations?","Their non-perfect structures have larger free volumes and higher energy particles, so hopping rates in defects are much greater than hopping rates in crystals."
CMB218,"Colin Freeman","Heterogeneous Material","Compare defect trapping and short circuiting in heterogeneous materials.","Defect trapping: rate of defects entering the defect region > rate leaving -> defects accumulate, GBs/dislocations become defect traps, increasing EA. Short circuiting (more common): rate entering < rate leaving -> defective region aids diffusion, defects rapidly travel through GBs/dislocations to other areas."
CMB218,"Colin Freeman","Heterogeneous Material","What is Diffusion-Induced Grain Boundary Migration (DIGM)?","Atoms diffusing in GBs result in GB movement, even under conditions where you would not expect GBs to move (e.g. low temperatures)."
CMB218,"Colin Freeman","Alloys and Solid Solutions","In the Darken-Dehlinger equation, what is D-bar_A and what does phi represent?","D-bar_A is the intrinsic diffusion coefficient of A in a system with no forces acting on it. Phi quantifies non-ideality in the system."
CMB218,"Colin Freeman","Alloys and Solid Solutions","In the Kirkendall Effect equation Delta_J = |JA| - |JB|, identify all terms and describe the effect.","Delta_J = net shift in diffusive flux; JA = flux of species A; JB = flux of species B. The Kirkendall Effect states there is a net shift in diffusive flux between species when they diffuse at different rates."
CMB218,"Colin Freeman","Alloys and Solid Solutions","In JV + JA + JB = 0 (vacancy wind) and JA + JB = 0 (ceramic diffusion), identify all terms and explain the difference between metals and ceramics.","JV = vacancy flux; JA = flux of species A; JB = flux of species B. In metals, vacancy diffusion occurs in the opposite direction to the net diffusive flux to conserve matter (vacancy wind). In ceramics, electroneutrality is required so charge fluxes must be equal and opposite - no vacancy wind is observed and D-bar_A = D-bar_B."
"CMB219","Joel Foreman","Polymer Extrusion","What is wire/cable extrusion?","A polymer is extruded over a wire or cable, forming a protective jacket. Orientation: uniaxial. Used for cables."
"CMB219","Joel Foreman","Polymer Extrusion","What is fibre spinning (extrusion)?","Polymer is extruded through a showerhead-like die, falls onto a surface and is spun into a fibre. No molecular orientation. Used for nappies."
"CMB219","Joel Foreman","Polymer Extrusion","What is film blowing?","Polymer is extruded onto a blower which inflates it into a film before being rolled up. Orientation: biaxial. Material: PE. Used for shopping bags."
"CMB219","Joel Foreman","Polymer Extrusion","What is profile extrusion and what are its defects?","Standard extrusion with a constant die cross-section. Orientation: uniaxial. Used for window fixings (PVC). Defects: die swell distorts profiles and weld lines."
"CMB219","Joel Foreman","Polymer Extrusion","What is film/sheet extrusion?","Polymer is extruded onto a roller that forms a sheet — extra coatings (e.g. Al) can be added. Orientation: uniaxial. Used for pot seals."
"CMB219","Joel Foreman","Polymer Moulding","Describe the injection moulding process.","Polymer is injected into a mould, packed, cooled, and ejected. Moulds are made of thermoset. Orientation: uniaxial (flow direction). Used for commodity thermoplastic parts."
"CMB219","Joel Foreman","Polymer Moulding","What are the common defects in injection moulding?","Weld lines (flow fronts meeting), gate marks, sink marks (insufficient packing → voids), ejector pin marks, flash, and short shots (incomplete fill)."
"CMB219","Joel Foreman","Polymer Moulding","What is rotomoulding?","A mould is biaxially rotated in a furnace — PE powder melts and coats the mould surface. Excess is poured out. Orientation: none. Used for road furniture (PE)."
"CMB219","Joel Foreman","Polymer Moulding","What is calendaring?","Creating polymer sheets via warm rolling at lower temperatures than profile extrusion. Orientation: uniaxial. Used for PVC sheeting."
"CMB219","Joel Foreman","Polymer Moulding","What are the three types of compression moulding?","Open Flash (excess escapes as flash), Positive (no flash allowance, mould fully closes), Semi-positive (slightly angled allowing initial flash, then plates fully close). All biaxial."
"CMB219","Joel Foreman","Blow Moulding & Thermoforming","What is Extrusion Blow Moulding (EBM)?","A parison is extruded, the mould closes around it, and air is blown through the parison to inflate it. Orientation: uniaxial. Material: PE. Used for milk jugs. Defect: weld lines from parison."
"CMB219","Joel Foreman","Blow Moulding & Thermoforming","What is Injection Blow Moulding (IBM)?","A preform is injection moulded, then blown into its final shape. Orientation: uniaxial. Material: PET. Defect: requires multiple moulds, increasing cost."
"CMB219","Joel Foreman","Blow Moulding & Thermoforming","What is Stretch Injection Blow Moulding (SIBM)?","Same as IBM but biaxial — blows sideways and pushes the bottom simultaneously. Material: PET. Used for drinks bottles."
"CMB219","Joel Foreman","Blow Moulding & Thermoforming","What is vacuum thermoforming and its main defect?","A polymer sheet is heated then vacuum-pulled into a mould. Orientation: weak uniaxial. Defect: non-uniform wall thickness. Used for buckets."
"CMB219","Joel Foreman","Blow Moulding & Thermoforming","What is pressure thermoforming?","Same as vacuum thermoforming but an external pressure is also applied. Orientation: uniaxial. Used for some engineering components."
"CMB219","Joel Foreman","Additive Manufacturing","What is SLA (UV Cure) additive manufacturing?","A photopolymer resin bath is selectively cured layer by layer using UV light. Orientation: none. Material: photopolymer."
"CMB219","Joel Foreman","Additive Manufacturing","What is FDM (fused deposition modelling)?","Classic 3D printing — polymer is extruded and deposited layer by layer. Orientation: none. Materials: PLA/ABS. Defects: support structures required, poor surface finish."
"CMB219","Joel Foreman","Additive Manufacturing","What is SLS (selective laser sintering)?","A powder bed is selectively sintered layer by layer. Orientation: none. Material: nylon. Issues: porous parts, requires sintering."
"CMB219","Joel Foreman","Composite Materials","What are the advantages and disadvantages of thermoset matrices (e.g. epoxies)?","Advantages: dimensionally stable, chemically resistant. Disadvantages: curing is irreversible. Note: C=C polymers shrink on cure; epoxies do not."
"CMB219","Joel Foreman","Composite Materials","What are the advantages and disadvantages of thermoplastic matrices (e.g. PEEK)?","Advantages: tougher, faster to process. Disadvantages: harder to mould, worse at high temperatures, PEEK is very costly and requires high processing temperatures."
"CMB219","Joel Foreman","Composite Materials","What are the properties of E-Glass fibres?","Advantages: low cost, high tensile strength, electrically insulating, chemically resistant. Disadvantages: low tensile modulus, high density, poor fatigue properties, absorbs water."
"CMB219","Joel Foreman","Composite Materials","What are the properties of carbon fibres?","Advantages: high performance, high strength-to-weight ratio, low thermal expansion. Disadvantages: low strain to failure, electrically conductive, high cost, low impact resistance."
"CMB219","Joel Foreman","Composite Materials","What are the properties of Kevlar fibres?","Advantages: high tensile strength-to-weight, low thermal expansion, good impact resistance. Disadvantages: hard to process, poor matrix compatibility, susceptible to moisture and UV."
"CMB219","Joel Foreman","Composite Materials","What are the properties of UHMWPE fibres?","Advantages: high strength-to-weight, low density, low moisture absorption, high impact resistance. Disadvantages: low surface temperature resistance, poor matrix adhesion."
"CMB219","Joel Foreman","Composite Materials","What are natural fibres' pros and cons in composites?","Advantages: environmentally friendly, biodegradable, cheap. Disadvantages: low strength and melting point, very high water absorption."
"CMB219","Joel Foreman","Composite Materials","What fibre surface treatments are used to improve matrix bonding?","Organosilanes are added to glass fibres; carbon, Kevlar, and UHMWPE fibres are oxidised — all to improve fibre-matrix bonding."
"CMB219","Joel Foreman","Composite Manufacturing","Describe hand layup composite manufacture.","Fibre is laid into a mould, manually coated with resin, a surface finish is applied, then cured. Cheap, versatile, and simple, but gives poor properties, is labour-intensive, and has variable QC. Used for prototyping (glass fibre + unsaturated polymer)."
"CMB219","Joel Foreman","Composite Manufacturing","Describe spray layup composite manufacture.","Fibre is chopped by an applicator and sprayed with resin into a mould. Better QC than hand layup but gives worse mechanical properties."
"CMB219","Joel Foreman","Composite Manufacturing","Describe compression moulding of composites.","An organic liquid is added to increase viscosity; a weighted charge is placed in the mould, pressure applied to compress out voids, then sintered. Good QC and short cycle time; poor mechanical properties without sintering."
"CMB219","Joel Foreman","Composite Manufacturing","What effect does increasing cure temperature have on thermoset composites?","Increases crosslink density, decreasing voids/porosity and improving mechanical properties."
"CMB219","Joel Foreman","Composite Manufacturing","Describe wet filament winding.","Continuous reinforcement fibres are wound onto a rotating mandrel after passing through a resin bath (drum or dip type). Good QC, automated, good inner surface. Restricted geometry, poor outer surface, high capex."
"CMB219","Joel Foreman","Composite Manufacturing","What winding patterns are used in filament winding?","Multiaxial, hoop (90° angle), helical (varying angle), and polar (entire mandrel rotated — for enclosed vessels). Release agents are needed to remove the mandrel."
"CMB219","Joel Foreman","Composite Manufacturing","Describe tape winding.","Like filament winding but uses pre-preg tape instead of fibres + wet resin. Requires controlled tension and mandrel rotation speed."
"CMB219","Joel Foreman","Composite Manufacturing","Describe Resin Transfer Moulding (RTM).","Liquid resin is injected into a dry fibre preform in a 2-part cavity mould. Versatile, any size, good surface, automated, good QC. Fibres can move during injection; medium-to-large capex. Preforms made by winding, weaving, or stitching."
"CMB219","Joel Foreman","Composite Manufacturing","Describe Vacuum-Assisted RTM (VARTM).","Same as RTM but a vacuum is pulled on one side to draw resin through using a 1-part mould and vacuum bag. Cheaper; can use chopped strands to reduce cost. Risk of voids; heating from hotplate."
"CMB219","Joel Foreman","Composite Manufacturing","Describe pultrusion.","Fibre strands pass through a resin bath, then a preform die, are heated in a die, and pulled to create a constant cross-section profile. Any length, good surface and alignment, automated. Restricted to straight profiles, medium capex, slow output."
"CMB219","Joel Foreman","Composite Manufacturing","What is solution prepreg?","Resin is dissolved in a solvent, applied to fibres, the solvent is evaporated, leaving dry resin-impregnated fibres. A film is applied and the material is frozen for storage."
"CMB219","Joel Foreman","Composite Manufacturing","What is hot melt prepreg?","Resin is melted and applied as a film onto fibres; resin and reinforcement are forced together then frozen for storage."
"CMB219","Joel Foreman","Composite Manufacturing","What are the advantages and disadvantages of prepreg layup?","Best mechanical properties available, lowest void content, versatile, can be automated. Very expensive, only one good surface, limited part size, and operator-skill dependent."
"CMB219","Joel Foreman","Composite Manufacturing","What is autoclave curing in prepreg layup?","After stacking plies in a complex sequence (for isotropy), the layup is cured at elevated temperature under vacuum in an autoclave, reducing void fraction and improving properties."
"CMB219","Joel Foreman","Composite Manufacturing","What is film stacking in composites?","Multiple film layers are added to improve shear resistance and other mechanical properties — additional matrix or thermoplastic layers can reinforce the structure."
"CMB219","Joel Foreman","Equations","State the equation for bulk modulus (K).","$$K = \frac{P}{\Delta V / V}$$ where \(K\) is the bulk modulus, \(P\) is the hydrostatic pressure, and \(\Delta V / V\) is the volumetric strain."
"CMB219","Joel Foreman","Equations","State the two forms of the elongational viscosity equation.","$$\lambda = \frac{F/A}{dv/dz} \qquad \lambda = \frac{F/v}{dA/dz}$$ where \(\lambda\) is elongational viscosity, \(F\) is force, \(A\) is cross-sectional area, \(v\) is velocity, and \(z\) is position."
"CMB219","Joel Foreman","Equations","State the thermodynamics of mixing equation.","$$\Delta G_m = \Delta H_m - T\Delta S_m$$ where \(\Delta G_m\) is the Gibbs free energy of mixing, \(\Delta H_m\) is the enthalpy of mixing, \(T\) is temperature, and \(\Delta S_m\) is the entropy of mixing."
"CMB219","Joel Foreman","Equations","State the longitudinal rule of mixtures for a unidirectional composite lamina.","$$E_1 = f_f E_f + (1 - f_f) E_m$$ where \(E_1\) is the longitudinal tensile modulus, \(f_f\) is the fibre volume fraction, \(E_f\) is the fibre tensile modulus, and \(E_m\) is the matrix tensile modulus."
"CMB219","Joel Foreman","Equations","State the transverse rule of mixtures for a unidirectional composite lamina.","$$E_2 = \frac{E_f E_m}{(1-f_f)E_f + f_f E_m}$$ where \(E_2\) is the transverse tensile modulus, \(f_f\) is the fibre volume fraction, \(E_f\) is the fibre tensile modulus, and \(E_m\) is the matrix tensile modulus."
